,hidden_layers,l2_beta,learning_rate,dropout,decay,decay_steps,decay_rate,batch_size,optimizer,val_acc,val_auc,val_f1,val_precision,val_recall
52,[1024],0.01,0.001,True,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5430997876857749,0.531528531091389,0.6236347330772446,0.5496440761273254,0.7594779241691805
53,[1024],0.01,0.001,True,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5422505307855626,0.5350614344304078,0.5910261794274406,0.5477605286755831,0.6655149451541857
54,[1024],0.01,0.001,False,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5231422505307857,0.512205271734403,0.5639780555239459,0.5418775829557787,0.7346065005472642
55,[1024],0.01,0.001,False,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5469214437367304,0.5308279704526293,0.613119253949392,0.5474222818691139,0.7851101112559806
56,[1024],0.01,0.0001,True,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5537154989384289,0.5435908625022561,0.65513238385685,0.5490513008262885,0.8165768954982717
57,[1024],0.01,0.0001,True,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5371549893842886,0.523810279448056,0.6473614993487253,0.5358583171808976,0.8232781971876711
58,[1024],0.01,0.0001,False,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5231422505307856,0.5253842242529962,0.4456683049014444,0.5411412386439587,0.42416286172828477
59,[1024],0.01,0.0001,False,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5278131634819533,0.5161523662064968,0.6424725949894354,0.5319357605979136,0.8241189174863554
60,[1024],0.0001,0.01,True,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5036093418259023,0.5127364998820159,0.3236684216882262,0.649030538566089,0.20971086855696183
61,[1024],0.0001,0.01,True,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5133757961783438,0.5230718024201678,0.4855462020168639,0.5828448975720296,0.4079320314674721
62,[1024],0.0001,0.01,False,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5095541401273885,0.5040307885549234,0.5959486942173885,0.5284259761449056,0.4346124455961992
63,[1024],0.0001,0.01,False,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5384288747346072,0.5377966074633158,0.6224441897166922,0.5557120928417292,0.5749179805083494
64,[1024],0.0001,0.001,True,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5299363057324841,0.5273477016689145,0.5368797892065573,0.6286621488133409,0.7103297349527825
65,[1024],0.0001,0.001,True,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5346072186836518,0.5311196724579901,0.6433986052872842,0.5473882776280512,0.6319328432357298
66,[1024],0.0001,0.001,False,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5014861995753715,0.502150763782019,0.6460349536834534,0.5236074140681561,0.5225851398204855
67,[1024],0.0001,0.001,False,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5104033970276008,0.509069142836114,0.6169623145865735,0.5199680160526038,0.6333220865456839
68,[1024],0.0001,0.0001,True,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5388535031847133,0.5294750934315495,0.6387102517882475,0.5401621765034774,0.7839842502374236
69,[1024],0.0001,0.0001,True,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5477707006369427,0.5374409675296988,0.596032919174252,0.5520701248592288,0.7055519475141415
70,[1024],0.0001,0.0001,False,True,100,0.95,50,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5180467091295117,0.5059105839557387,0.5760345912908822,0.5314995164937171,0.6738221847702308
71,[1024],0.0001,0.0001,False,True,100,0.95,75,<class 'tensorflow.python.training.adam.AdamOptimizer'>,0.5397027600849257,0.5265008549116263,0.6143146891685536,0.5419810394552352,0.7544127285022884
